customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-10590,Female,0,Yes,No,27,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,45.65,1231.38,No
CUST-10591,Female,1,No,Yes,40,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.51,2416.16,No
CUST-10592,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,83.71,4790.88,No
CUST-10593,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,46.49,597.25,Yes
CUST-10594,Male,1,No,Yes,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.15,593.73,Yes
CUST-10595,Female,0,No,No,22,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.69,1079.7,No
CUST-10596,Female,0,No,Yes,19,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,46.11,853.65,No
CUST-10597,Female,0,No,No,68,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),61.13,4189.15,No
CUST-10598,Female,0,No,No,28,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),45.51,1259.16,No
CUST-10599,Female,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.6,4797.22,No
CUST-10600,Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.13,74.51,No
CUST-10601,Female,0,Yes,Yes,7,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.63,380.76,Yes
CUST-10602,Female,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,40.73,2364.29,No
CUST-10603,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.79,1442.42,No
CUST-10604,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,84.98,492.79,Yes
CUST-10605,Female,0,Yes,Yes,43,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,62.73,2707.55,No
CUST-10606,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,179.22,No
CUST-10607,Female,1,Yes,No,4,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,88.09,360.43,No
CUST-10608,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.11,753.1,No
CUST-10609,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.86,747.18,No
CUST-10610,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),76.64,2922.82,No
CUST-10611,Male,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,82.97,3457.13,Yes
CUST-10612,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,77.62,105.5,Yes
CUST-10613,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.44,494.4,No
CUST-10614,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),70.25,1745.26,Yes
CUST-10615,Female,1,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.4,1233.77,No
CUST-10616,Male,0,No,No,40,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),43.01,1706.51,No
CUST-10617,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.93,1232.46,No
CUST-10618,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.14,3642.14,No
CUST-10619,Male,0,No,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1249.16,No
CUST-10620,Male,0,No,No,48,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.58,2481.42,No
CUST-10621,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,648.21,No
CUST-10622,Male,0,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),61.34,1913.16,No
CUST-10623,Male,0,No,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,80.14,3380.3,No
CUST-10624,Female,0,No,No,52,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,80.0,4127.75,No
CUST-10625,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,61.06,1319.56,No
CUST-10626,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),76.81,193.82,Yes
CUST-10627,Male,0,Yes,No,51,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.65,2372.52,No
CUST-10628,Female,0,No,No,48,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.49,2129.36,No
CUST-10629,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.46,156.52,No
CUST-10630,Female,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.93,2279.03,No
CUST-10631,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),86.81,398.6,No
CUST-10632,Male,1,Yes,No,46,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),53.39,2433.5,No
CUST-10633,Male,1,Yes,No,54,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,51.09,2746.08,No
CUST-10634,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.08,12.02,No
CUST-10635,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,938.61,No
CUST-10636,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,114.16,No
CUST-10637,Male,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.61,342.52,No
CUST-10638,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.18,3958.49,No
CUST-10639,Female,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,436.56,No
CUST-10640,Female,1,No,Yes,71,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.87,3963.12,No
CUST-10641,Female,0,No,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.72,3804.56,No
CUST-10642,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,6077.45,No
CUST-10643,Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,46.11,383.91,Yes
CUST-10644,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,82.45,1007.24,No
CUST-10645,Male,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,73.6,958.35,No
CUST-10646,Male,0,No,Yes,42,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),58.2,2439.44,No
CUST-10647,Female,1,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,584.84,No
CUST-10648,Female,0,No,No,54,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,35.06,1879.38,Yes
CUST-10649,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,49.87,988.75,No
CUST-10650,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),82.98,1193.87,No
CUST-10651,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,838.49,No
CUST-10652,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.08,1074.27,No
CUST-10653,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.05,3339.25,No
CUST-10654,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,357.35,No
CUST-10655,Female,1,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.72,2707.66,No
CUST-10656,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,1205.14,No
CUST-10657,Female,0,No,Yes,44,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),62.79,2784.15,No
CUST-10658,Male,0,Yes,Yes,68,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,61.93,4207.86,No
CUST-10659,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,88.24,2727.0,Yes
CUST-10660,Male,0,No,No,3,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,83.69,237.8,Yes
CUST-10661,Female,0,No,No,55,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,52.07,2877.53,No
CUST-10662,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,59.64,1952.04,No
CUST-10663,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.98,259.63,No
CUST-10664,Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,84.26,843.36,Yes
CUST-10665,Female,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.15,1698.45,Yes
CUST-10666,Female,1,Yes,No,13,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),73.4,945.23,No
CUST-10667,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.58,1106.62,Yes
CUST-10668,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,62.28,2734.11,Yes
CUST-10669,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,62.28,1532.63,No
CUST-10670,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.66,122.66,No
CUST-10671,Female,0,No,No,5,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,63.08,311.48,No
CUST-10672,Female,0,No,No,69,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,60.1,4139.64,No
CUST-10673,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.38,1729.92,Yes
CUST-10674,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,113.84,No
CUST-10675,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,57.76,2929.3,No
CUST-10676,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.58,4395.51,No
CUST-10677,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,52.21,448.48,No
CUST-10678,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.3,1371.39,No
CUST-10679,Female,1,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),83.86,4369.31,No
CUST-10680,Female,0,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.1,312.51,No
CUST-10681,Male,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.65,5190.48,Yes
CUST-10682,Female,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,36.65,1073.33,No
CUST-10683,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,70.14,3209.37,Yes
CUST-10684,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,144.22,No
CUST-10685,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,50.52,855.94,No
CUST-10686,Male,0,Yes,No,56,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),59.21,3292.36,No
CUST-10687,Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,63.57,3642.25,No
CUST-10688,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,70.43,0.0,No
CUST-10689,Female,1,No,No,15,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,51.18,764.21,No
CUST-10690,Female,0,No,No,44,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),63.27,2768.03,No
CUST-10691,Female,0,No,No,66,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,53.03,3488.4,No
CUST-10692,Female,0,Yes,Yes,49,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.61,3955.18,No
CUST-10693,Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,66.14,3356.72,No
CUST-10694,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,87.6,2451.2,Yes
CUST-10695,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.7,104.83,No
CUST-10696,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,73.37,4027.73,No
CUST-10697,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,64.96,3763.57,No
CUST-10698,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,83.39,2676.09,No
CUST-10699,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.14,2328.69,No
CUST-10700,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),83.28,1403.93,No
CUST-10701,Female,1,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.99,2340.76,No
CUST-10702,Male,1,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,309.88,No
CUST-10703,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),34.3,1010.39,No
CUST-10704,Male,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,62.74,575.82,Yes
CUST-10705,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.08,3466.45,No
CUST-10706,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.24,1244.06,Yes
CUST-10707,Female,0,No,No,52,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),56.6,2951.03,No
CUST-10708,Male,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.92,772.21,No
CUST-10709,Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,1164.06,No
CUST-10710,Female,1,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.67,1073.25,No
CUST-10711,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),70.39,1365.0,No
CUST-10712,Female,1,No,No,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.29,843.07,Yes
CUST-10713,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,71.52,3309.1,Yes
CUST-10714,Female,1,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),73.61,514.49,No
CUST-10715,Female,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.27,1070.8,Yes
CUST-10716,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),66.26,3898.46,No
CUST-10717,Male,1,Yes,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.18,2116.58,No
CUST-10718,Male,1,Yes,No,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,58.15,517.91,No
CUST-10719,Female,0,Yes,No,35,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.95,2380.39,Yes
CUST-10720,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.31,814.68,No
CUST-10721,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.94,592.02,No
CUST-10722,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.28,781.28,No
CUST-10723,Male,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.29,1198.83,No
CUST-10724,Female,1,No,Yes,60,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,51.31,3043.97,No
CUST-10725,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.55,1659.21,No
CUST-10726,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),68.56,1630.48,No
CUST-10727,Male,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,45.68,690.27,No
CUST-10728,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,76.64,2220.88,No
CUST-10729,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,71.53,2803.27,No
CUST-10730,Female,0,No,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.12,915.21,No
CUST-10731,Male,0,No,Yes,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.99,804.81,Yes
CUST-10732,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.65,318.07,No
CUST-10733,Female,1,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.4,30.06,No
CUST-10734,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.69,126.97,No
CUST-10735,Female,1,No,Yes,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.7,102.16,No
CUST-10736,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,59.31,887.64,Yes
CUST-10737,Male,0,Yes,No,50,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.81,3967.23,No
CUST-10738,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.54,2719.66,No
CUST-10739,Female,0,No,No,71,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,49.87,3579.67,No
CUST-10740,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,71.12,2727.08,No
CUST-10741,Female,0,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.76,2070.89,No
CUST-10742,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.1,4989.27,No
CUST-10743,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,161.44,No
CUST-10744,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,71.68,3284.17,No
CUST-10745,Male,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.07,1143.58,Yes
CUST-10746,Female,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),72.96,2618.43,Yes
CUST-10747,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),76.8,1436.37,No
CUST-10748,Male,0,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),49.82,2255.09,No
CUST-10749,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,81.07,5813.39,Yes
CUST-10750,Female,0,Yes,No,17,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,61.57,1080.13,No
CUST-10751,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,712.18,No
CUST-10752,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.23,60.94,Yes
CUST-10753,Female,0,No,No,16,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,59.04,983.13,Yes
CUST-10754,Female,1,No,No,55,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),57.59,3160.96,Yes
CUST-10755,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,101.47,3661.39,No
CUST-10756,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.5,956.81,No
CUST-10757,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.63,1287.09,No
CUST-10758,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,53.88,414.67,No
CUST-10759,Female,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.02,3538.18,No
CUST-10760,Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),73.46,5021.83,No
CUST-10761,Female,1,No,Yes,7,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.32,355.4,No
CUST-10762,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,89.59,1504.54,No
CUST-10763,Female,0,No,No,62,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,49.41,3052.37,No
CUST-10764,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.32,4546.73,Yes
CUST-10765,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,69.77,3919.97,No
CUST-10766,Female,0,Yes,No,52,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,70.3,3643.48,No
CUST-10767,Male,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.22,1131.26,No
